date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-01-11,136.66666666666666,30.0,20.808571428571433,46.906210317460314,20.153333333333336,44.7931746031746,20.140972222222224,45.99244047619047,19.492222222222228,47.26081349206349,17.977797619047625,59.011785714285715,5.891607142857142,86.3363492063492,17.604027777777773,43.0269246031746,18.722063492063494,49.363968253968245,16.9181746031746,45.106210317460324,5.9226190476190474,735.1738095238095,89.28571428571429,6.083333333333333,40.845238095238095,4.228571428571429,26.248800036375457,26.248800036375457
2016-01-12,85.69444444444444,4.236111111111111,20.09232638888889,45.14201388888889,19.307654525355044,43.779733483144945,19.993645833333332,44.9331712962963,19.772777777777776,44.55684027777778,18.01193865740741,50.5690775462963,5.350387731481481,89.50532986111111,17.909869425905885,41.94417833343354,18.753032561035777,49.90909705378363,17.032847222222223,45.68012731481482,5.566319444444444,742.628125,87.5,5.784722222222222,37.229166666666664,3.5965277777777778,25.505071865983254,25.505071865983254
2016-01-13,97.01388888888889,5.416666666666667,19.197824074074074,42.86777199074074,18.568512561926315,42.11966910115348,19.60921296296296,43.7208912037037,19.009803240740737,42.31517361111111,17.755966435185186,58.00634837962962,4.979861111111111,75.68483796296296,18.024485022597005,40.43687456284071,18.788722342472344,48.61954589956045,16.95357638888889,44.69147569444445,4.856944444444444,754.790625,83.40625,5.614583333333333,31.55902777777778,2.169791666666667,23.46472574394688,23.46472574394688
2016-01-14,151.38888888888889,5.0,20.372077546296296,42.435190972222216,19.743130787037032,40.6991724537037,20.83758101851852,43.399739583333336,18.694270833333334,43.23105324074074,17.610995370370368,58.11701388888889,3.4923668981481475,86.19966435185184,17.946759259259256,40.1256886574074,18.769959490740742,47.29949652777778,16.884814814814817,45.42822916666667,3.4319444444444445,749.7673611111111,86.42013888888889,6.277777777777778,35.14930555555556,1.3166666666666667,25.2645693062934,25.2645693062934
2016-01-15,125.34722222222223,5.972222222222222,22.280949074074073,39.09929398148147,21.528171971450618,38.19389745921517,20.959074074074074,41.40988425925926,19.615127314814814,41.961035879629634,19.02612461419753,52.4902740162037,2.6624189814814816,88.42369791666665,18.247611704403983,39.424901401532836,19.225236929351514,46.03740123891518,17.345694444444444,44.5343287037037,2.665277777777778,754.5798611111111,88.38541666666667,7.770833333333333,40.208333333333336,0.8496527777777777,26.28951543269472,26.28951543269472
2016-01-16,125.27777777777777,7.986111111111111,22.119062500000002,39.925671296296294,21.235582644400353,39.08336419753087,21.02217013888889,42.027424768518514,20.533663194444447,41.797853009259256,19.454545304232802,53.13871169532628,1.7223437500000003,95.61186921296297,19.347295524691358,40.131796337632274,20.33472442680776,46.781564704585534,17.896307870370368,44.3833912037037,2.194097222222222,763.4527777777778,89.64930555555556,3.482638888888889,35.486111111111114,0.5399305555555556,24.912712945095134,24.912712945095134
2016-01-17,142.70833333333334,4.930555555555555,21.755983796296295,39.4488599537037,20.616855167402043,38.15318557233662,21.275428240740737,40.71773148148148,21.016770833333332,39.24072916666667,18.596028984036796,55.24306429247835,-0.6046527777777777,94.71396026234568,20.108433161122193,36.82840803606796,21.320608186277457,44.49661084575147,17.91013310185185,41.41467013888889,0.3927083333333334,764.7444444444444,83.86805555555556,2.2083333333333335,33.920138888888886,-2.2184027777777775,24.431695396358716,24.431695396358716
2016-01-18,93.95833333333333,3.4027777777777777,20.08685185185185,40.86152199074074,18.695811763468015,40.92766098484848,20.001400462962962,40.86184606481481,19.539739583333336,38.199195601851855,18.075194735819736,61.323788462405645,-3.230575947971781,89.63927854938271,19.157629464285712,35.55167860060691,20.277375135281385,44.179899756493505,17.288240740740743,39.00921875,-2.9378472222222225,758.8434027777778,82.22569444444444,2.357638888888889,30.069444444444443,-5.645138888888889,24.603727663634345,24.603727663634345
2016-01-19,83.26388888888889,2.7083333333333335,19.264641203703704,39.71689814814815,17.980555555555558,39.99943865740741,19.39524884259259,40.02728587962963,18.52193287037037,37.66605902777778,16.99171510241302,58.13016159987775,-4.249048170194003,86.08455026455026,17.93062400491552,32.616767417574714,19.65984868394145,42.432219633656,16.689560185185186,38.970358796296296,-2.9291666666666667,757.2506944444444,83.70486111111111,1.0,49.53819444444444,-5.480208333333334,23.631839306472102,23.631839306472102
2016-01-20,114.44444444444444,5.833333333333333,18.54902199074074,38.249832175925924,17.512899305555557,38.21193287037036,18.61879050925926,38.70866319444444,17.352060185185184,37.247187499999995,16.898307718289338,54.53218966332324,-1.2819273589065254,92.75697833994708,16.58925662878788,31.757395066591457,19.570555486123805,42.65652289250328,15.968339120370372,38.78912615740741,-1.621875,760.0645833333333,88.35416666666667,2.017361111111111,58.60069444444444,-3.325,24.437388554037575,24.437388554037575
